vertex count=90
Best solution:
(0, 88)
(88, 89)
(87, 89)
(86, 87)
(84, 86)
(84, 85)
(83, 85)
(82, 83)
(81, 82)
(80, 81)
(79, 80)
(77, 79)
(71, 77)
(71, 78)
(74, 78)
(72, 74)
(72, 75)
(69, 75)
(69, 76)
(73, 76)
(70, 73)
(66, 70)
(66, 68)
(65, 68)
(64, 65)
(63, 64)
(63, 67)
(62, 67)
(61, 62)
(60, 61)
(58, 60)
(58, 59)
(57, 59)
(53, 57)
(53, 56)
(52, 56)
(52, 54)
(54, 55)
(51, 55)
(50, 51)
(47, 50)
(47, 49)
(43, 49)
(43, 48)
(46, 48)
(45, 46)
(41, 45)
(41, 42)
(42, 44)
(38, 44)
(34, 38)
(34, 39)
(37, 39)
(32, 37)
(32, 40)
(35, 40)
(31, 35)
(31, 33)
(30, 33)
(30, 36)
(29, 36)
(27, 29)
(27, 28)
(26, 28)
(25, 26)
(23, 25)
(20, 23)
(20, 24)
(17, 24)
(17, 19)
(19, 21)
(16, 21)
(16, 22)
(11, 22)
(11, 14)
(14, 18)
(15, 18)
(13, 15)
(7, 13)
(7, 9)
(6, 9)
(6, 12)
(10, 12)
(4, 10)
(1, 4)
(1, 2)
(2, 3)
(3, 8)
(0, 5)
Spanning tree degree: 2
TIME: 0:30:28 input file ./graphs/n90_k45.txt
